id（type*1000+num）（职业[1-10]：战士=1、法师=2、弓箭手=3、骑士=4,其余预留）]、(装备基础属性[11-20])、（宝石[21-29]、史诗宝石[30-50]）、(皇冠碎片[51-60]）、（宠物升级[61-80]、（公会BUFF科技[81-90])、(称号[90]）、(称号[91-99]）、(技能龙纹[250-450])，（宠物进阶[600])、（测试怪物[500]、副本机关[1000]、怪物[1001-2010]、剧情副本怪物[100-110]、守卫人鱼怪物[2010（待定）]、时空裂隙怪物[111-119]、120公会BOSS、怪物攻城[121-129]），套装[3000-5000]，装备强化[10000-49999])	client_name	力量	智力	敏捷	体质	暴击等级	韧性等级	攻击	防御	生命	能量	精准等级	招架等级	冰系攻击	火系攻击	雷系攻击	冰系防御	火系防御	雷系防御	攻击速度	破甲	无视伤害	伤害加深	伤害减免	体力	蓝	移动速度	跑动速度(格/10s）	吸血	反伤	霸体值	是否怪物属性(1怪物,其余不填，仅客户端程序需要）
320	战争学院小怪20	0	0	0	0	257	120	50	180	2000	0	10000	0	0	0	0	50	50	50	0	0	0	0	0	0		70	100				
321	战争学院小怪21	0	0	0	0	257	120	50	180	2000	0	10000	0	0	0	0	50	50	50	0	0	0	0	0	0		70	100				
322	战争学院小怪22	0	0	0	0	257	120	50	180	2000	0	10000	0	0	0	0	50	50	50	0	0	0	0	0	0		70	100				
323	战争学院小怪23	0	0	0	0	257	120	50	180	2000	0	10000	0	0	0	0	50	50	50	0	0	0	0	0	0		70	100				
324	战争学院小怪24	0	0	0	0	257	120	50	180	2000	0	10000	0	0	0	0	50	50	50	0	0	0	0	0	0		70	100				
1001	战士1级	6	3	4	5	0	0														100				200	1000	80	130				
1002	战士2级	12	6	7	10	0	0														100				200	1000	80	130				
1003	战士3级	18	9	11	14	0	0														100				200	1000	80	130				
1004	战士4级	24	12	14	19	0	0														100				200	1000	80	130				
1005	战士5级	30	15	18	24	0	0														100				200	1000	80	130				
1006	战士6级	36	18	22	29	0	0														100				200	1000	80	130				
1007	战士7级	42	21	25	34	0	0														100				200	1000	80	130				
1008	战士8级	48	24	29	38	0	0														100				200	1000	80	130				
1009	战士9级	54	27	32	43	0	0														100				200	1000	80	130				
1010	战士10级	60	30	36	48	0	0														100				200	1000	80	130				
1011	战士11级	72	36	43	58	0	0														100				200	1000	80	130				
1012	战士12级	84	42	50	67	0	0														100				200	1000	80	130				
1013	战士13级	96	48	58	77	0	0														100				200	1000	80	130				
1014	战士14级	108	54	65	86	0	0														100				200	1000	80	130				
1015	战士15级	120	60	72	96	0	0														100				200	1000	80	130				
1016	战士16级	132	66	79	106	0	0														100				200	1000	80	130				
1017	战士17级	144	72	86	115	0	0														100				200	1000	80	130				
1018	战士18级	156	78	94	125	0	0														100				200	1000	80	130				
1019	战士19级	168	84	101	134	0	0														100				200	1000	80	130				
1020	战士20级	180	90	108	144	0	0														100				200	1000	80	130				
1021	战士21级	198	99	119	158	0	27														100				200	1000	80	130				
1022	战士22级	216	108	130	173	0	54														100				200	1000	80	130				
1023	战士23级	234	117	140	187	0	81														100				200	1000	80	130				
1024	战士24级	252	126	151	202	0	108														100				200	1000	80	130				
1025	战士25级	270	135	162	216	0	135														100				200	1000	80	130				
1026	战士26级	288	144	173	230	0	162														100				200	1000	80	130				
1027	战士27级	306	153	184	245	0	189														100				200	1000	80	130				
1028	战士28级	324	162	194	259	0	216														100				200	1000	80	130				
1029	战士29级	342	171	205	274	0	243														100				200	1000	80	130				
1030	战士30级	360	180	216	288	0	270														100				200	1000	80	130				
1031	战士31级	384	192	230	307	0	297														100				200	1000	80	130				
1032	战士32级	408	204	245	326	0	324														100				200	1000	80	130				
1033	战士33级	432	216	259	346	0	351														100				200	1000	80	130				
1034	战士34级	456	228	274	365	0	378														100				200	1000	80	130				
1035	战士35级	480	240	288	384	0	405														100				200	1000	80	130				
1036	战士36级	504	252	302	403	0	432														100				200	1000	80	130				
1037	战士37级	528	264	317	422	0	459														100				200	1000	80	130				
1038	战士38级	552	276	331	442	0	486														100				200	1000	80	130				
1039	战士39级	576	288	346	461	0	513														100				200	1000	80	130				
1040	战士40级	600	300	360	480	0	540														100				200	1000	80	130				
1041	战士41级	630	315	378	504	0	594														100				200	1000	80	130				
1042	战士42级	660	330	396	528	0	648														100				200	1000	80	130				
1043	战士43级	690	345	414	552	0	702														100				200	1000	80	130				
1044	战士44级	720	360	432	576	0	756														100				200	1000	80	130				
1045	战士45级	750	375	450	600	0	810														100				200	1000	80	130				
1046	战士46级	780	390	468	624	0	864														100				200	1000	80	130				
1047	战士47级	810	405	486	648	0	918														100				200	1000	80	130				
1048	战士48级	840	420	504	672	0	972														100				200	1000	80	130				
1049	战士49级	870	435	522	696	0	1026														100				200	1000	80	130				
1050	战士50级	900	450	540	720	0	1080														100				200	1000	80	130				
1051	战士51级	960	480	576	768	0	1134														100				200	1000	80	130				
1052	战士52级	1020	510	612	816	0	1188														100				200	1000	80	130				
1053	战士53级	1080	540	648	864	0	1242														100				200	1000	80	130				
1054	战士54级	1140	570	684	912	0	1296														100				200	1000	80	130				
1055	战士55级	1200	600	720	960	0	1350														100				200	1000	80	130				
1056	战士56级	1260	630	756	1008	0	1404														100				200	1000	80	130				
1057	战士57级	1320	660	792	1056	0	1458														100				200	1000	80	130				
1058	战士58级	1380	690	828	1104	0	1512														100				200	1000	80	130				
1059	战士59级	1440	720	864	1152	0	1566														100				200	1000	80	130				
1060	战士60级	1500	750	900	1200	0	1620														100				200	1000	80	130				
1061	战士61级	1590	795	954	1272	0	1701														100				200	1000	80	130				
1062	战士62级	1680	840	1008	1344	0	1782														100				200	1000	80	130				
1063	战士63级	1770	885	1062	1416	0	1863														100				200	1000	80	130				
1064	战士64级	1860	930	1116	1488	0	1944														100				200	1000	80	130				
1065	战士65级	1950	975	1170	1560	0	2025														100				200	1000	80	130				
1066	战士66级	2040	1020	1224	1632	0	2106														100				200	1000	80	130				
1067	战士67级	2130	1065	1278	1704	0	2187														100				200	1000	80	130				
1068	战士68级	2220	1110	1332	1776	0	2268														100				200	1000	80	130				
1069	战士69级	2310	1155	1386	1848	0	2349														100				200	1000	80	130				
1070	战士70级	2400	1200	1440	1920	0	2430														100				200	1000	80	130				
1071	战士71级	2490	1245	1494	1992	0	2511														100				200	1000	80	130				
1072	战士72级	2580	1290	1548	2064	0	2592														100				200	1000	80	130				
1073	战士73级	2670	1335	1602	2136	0	2673														100				200	1000	80	130				
1074	战士74级	2760	1380	1656	2208	0	2754														100				200	1000	80	130				
1075	战士75级	2850	1425	1710	2280	0	2835														100				200	1000	80	130				
1076	战士76级	2940	1470	1764	2352	0	2916														100				200	1000	80	130				
1077	战士77级	3030	1515	1818	2424	0	2997														100				200	1000	80	130				
1078	战士78级	3120	1560	1872	2496	0	3078														100				200	1000	80	130				
1079	战士79级	3210	1605	1926	2568	0	3159														100				200	1000	80	130				
1080	战士80级	3300	1650	1980	2640	0	3240														100				200	1000	80	130				
1081	战士81级	3420	1710	2052	2736	0	3348														100				200	1000	80	130				
1082	战士82级	3540	1770	2124	2832	0	3456														100				200	1000	80	130				
1083	战士83级	3660	1830	2196	2928	0	3564														100				200	1000	80	130				
1084	战士84级	3780	1890	2268	3024	0	3672														100				200	1000	80	130				
1085	战士85级	3900	1950	2340	3120	0	3780														100				200	1000	80	130				
1086	战士86级	4020	2010	2412	3216	0	3888														100				200	1000	80	130				
1087	战士87级	4140	2070	2484	3312	0	3996														100				200	1000	80	130				
1088	战士88级	4260	2130	2556	3408	0	4104														100				200	1000	80	130				
1089	战士89级	4380	2190	2628	3504	0	4212														100				200	1000	80	130				
1090	战士90级	4500	2250	2700	3600	0	4320														100				200	1000	80	130				
1091	战士91级	4650	2325	2790	3720	0	4428														100				200	1000	80	130				
1092	战士92级	4800	2400	2880	3840	0	4536														100				200	1000	80	130				
1093	战士93级	4950	2475	2970	3960	0	4644														100				200	1000	80	130				
1094	战士94级	5100	2550	3060	4080	0	4752														100				200	1000	80	130				
1095	战士95级	5250	2625	3150	4200	0	4860														100				200	1000	80	130				
1096	战士96级	5400	2700	3240	4320	0	4968														100				200	1000	80	130				
1097	战士97级	5550	2775	3330	4440	0	5076														100				200	1000	80	130				
1098	战士98级	5700	2850	3420	4560	0	5184														100				200	1000	80	130				
1099	战士99级	5850	2925	3510	4680	0	5292														100				200	1000	80	130				
1100	战士100级	6000	3000	3600	4800	0	5400														100				200	1000	80	130				
2001	法师1级	4	6	5	3	0	0														100				200	1000	80	130				
2002	法师2级	7	12	10	6	0	0														100				200	1000	80	130				
2003	法师3级	11	18	14	9	0	0														100				200	1000	80	130				
2004	法师4级	14	24	19	12	0	0														100				200	1000	80	130				
2005	法师5级	18	30	24	15	0	0														100				200	1000	80	130				
2006	法师6级	22	36	29	18	0	0														100				200	1000	80	130				
2007	法师7级	25	42	34	21	0	0														100				200	1000	80	130				
2008	法师8级	29	48	38	24	0	0														100				200	1000	80	130				
2009	法师9级	32	54	43	27	0	0														100				200	1000	80	130				
2010	法师10级	36	60	48	30	0	0														100				200	1000	80	130				
2011	法师11级	43	72	58	36	0	0														100				200	1000	80	130				
2012	法师12级	50	84	67	42	0	0														100				200	1000	80	130				
2013	法师13级	58	96	77	48	0	0														100				200	1000	80	130				
2014	法师14级	65	108	86	54	0	0														100				200	1000	80	130				
2015	法师15级	72	120	96	60	0	0														100				200	1000	80	130				
2016	法师16级	79	132	106	66	0	0														100				200	1000	80	130				
2017	法师17级	86	144	115	72	0	0														100				200	1000	80	130				
2018	法师18级	94	156	125	78	0	0														100				200	1000	80	130				
2019	法师19级	101	168	134	84	0	0														100				200	1000	80	130				
2020	法师20级	108	180	144	90	0	0														100				200	1000	80	130				
2021	法师21级	119	198	158	99	0	18														100				200	1000	80	130				
2022	法师22级	130	216	173	108	0	36														100				200	1000	80	130				
2023	法师23级	140	234	187	117	0	54														100				200	1000	80	130				
2024	法师24级	151	252	202	126	0	72														100				200	1000	80	130				
2025	法师25级	162	270	216	135	0	90														100				200	1000	80	130				
2026	法师26级	173	288	230	144	0	108														100				200	1000	80	130				
2027	法师27级	184	306	245	153	0	126														100				200	1000	80	130				
2028	法师28级	194	324	259	162	0	144														100				200	1000	80	130				
2029	法师29级	205	342	274	171	0	162														100				200	1000	80	130				
2030	法师30级	216	360	288	180	0	180														100				200	1000	80	130				
2031	法师31级	230	384	307	192	0	198														100				200	1000	80	130				
2032	法师32级	245	408	326	204	0	216														100				200	1000	80	130				
2033	法师33级	259	432	346	216	0	234														100				200	1000	80	130				
2034	法师34级	274	456	365	228	0	252														100				200	1000	80	130				
2035	法师35级	288	480	384	240	0	270														100				200	1000	80	130				
2036	法师36级	302	504	403	252	0	288														100				200	1000	80	130				
2037	法师37级	317	528	422	264	0	306														100				200	1000	80	130				
2038	法师38级	331	552	442	276	0	324														100				200	1000	80	130				
2039	法师39级	346	576	461	288	0	342														100				200	1000	80	130				
2040	法师40级	360	600	480	300	0	360														100				200	1000	80	130				
2041	法师41级	378	630	504	315	0	396														100				200	1000	80	130				
2042	法师42级	396	660	528	330	0	432														100				200	1000	80	130				
2043	法师43级	414	690	552	345	0	468														100				200	1000	80	130				
2044	法师44级	432	720	576	360	0	504														100				200	1000	80	130				
2045	法师45级	450	750	600	375	0	540														100				200	1000	80	130				
2046	法师46级	468	780	624	390	0	576														100				200	1000	80	130				
2047	法师47级	486	810	648	405	0	612														100				200	1000	80	130				
2048	法师48级	504	840	672	420	0	648														100				200	1000	80	130				
2049	法师49级	522	870	696	435	0	684														100				200	1000	80	130				
2050	法师50级	540	900	720	450	0	720														100				200	1000	80	130				
2051	法师51级	576	960	768	480	0	756														100				200	1000	80	130				
2052	法师52级	612	1020	816	510	0	792														100				200	1000	80	130				
2053	法师53级	648	1080	864	540	0	828														100				200	1000	80	130				
2054	法师54级	684	1140	912	570	0	864														100				200	1000	80	130				
2055	法师55级	720	1200	960	600	0	900														100				200	1000	80	130				
2056	法师56级	756	1260	1008	630	0	936														100				200	1000	80	130				
2057	法师57级	792	1320	1056	660	0	972														100				200	1000	80	130				
2058	法师58级	828	1380	1104	690	0	1008														100				200	1000	80	130				
2059	法师59级	864	1440	1152	720	0	1044														100				200	1000	80	130				
2060	法师60级	900	1500	1200	750	0	1080														100				200	1000	80	130				
2061	法师61级	954	1590	1272	795	0	1134														100				200	1000	80	130				
2062	法师62级	1008	1680	1344	840	0	1188														100				200	1000	80	130				
2063	法师63级	1062	1770	1416	885	0	1242														100				200	1000	80	130				
2064	法师64级	1116	1860	1488	930	0	1296														100				200	1000	80	130				
2065	法师65级	1170	1950	1560	975	0	1350														100				200	1000	80	130				
2066	法师66级	1224	2040	1632	1020	0	1404														100				200	1000	80	130				
2067	法师67级	1278	2130	1704	1065	0	1458														100				200	1000	80	130				
2068	法师68级	1332	2220	1776	1110	0	1512														100				200	1000	80	130				
2069	法师69级	1386	2310	1848	1155	0	1566														100				200	1000	80	130				
2070	法师70级	1440	2400	1920	1200	0	1620														100				200	1000	80	130				
2071	法师71级	1494	2490	1992	1245	0	1674														100				200	1000	80	130				
2072	法师72级	1548	2580	2064	1290	0	1728														100				200	1000	80	130				
2073	法师73级	1602	2670	2136	1335	0	1782														100				200	1000	80	130				
2074	法师74级	1656	2760	2208	1380	0	1836														100				200	1000	80	130				
2075	法师75级	1710	2850	2280	1425	0	1890														100				200	1000	80	130				
2076	法师76级	1764	2940	2352	1470	0	1944														100				200	1000	80	130				
2077	法师77级	1818	3030	2424	1515	0	1998														100				200	1000	80	130				
2078	法师78级	1872	3120	2496	1560	0	2052														100				200	1000	80	130				
2079	法师79级	1926	3210	2568	1605	0	2106														100				200	1000	80	130				
2080	法师80级	1980	3300	2640	1650	0	2160														100				200	1000	80	130				
2081	法师81级	2052	3420	2736	1710	0	2232														100				200	1000	80	130				
2082	法师82级	2124	3540	2832	1770	0	2304														100				200	1000	80	130				
2083	法师83级	2196	3660	2928	1830	0	2376														100				200	1000	80	130				
2084	法师84级	2268	3780	3024	1890	0	2448														100				200	1000	80	130				
2085	法师85级	2340	3900	3120	1950	0	2520														100				200	1000	80	130				
2086	法师86级	2412	4020	3216	2010	0	2592														100				200	1000	80	130				
2087	法师87级	2484	4140	3312	2070	0	2664														100				200	1000	80	130				
2088	法师88级	2556	4260	3408	2130	0	2736														100				200	1000	80	130				
2089	法师89级	2628	4380	3504	2190	0	2808														100				200	1000	80	130				
2090	法师90级	2700	4500	3600	2250	0	2880														100				200	1000	80	130				
2091	法师91级	2790	4650	3720	2325	0	2952														100				200	1000	80	130				
2092	法师92级	2880	4800	3840	2400	0	3024														100				200	1000	80	130				
2093	法师93级	2970	4950	3960	2475	0	3096														100				200	1000	80	130				
2094	法师94级	3060	5100	4080	2550	0	3168														100				200	1000	80	130				
2095	法师95级	3150	5250	4200	2625	0	3240														100				200	1000	80	130				
2096	法师96级	3240	5400	4320	2700	0	3312														100				200	1000	80	130				
2097	法师97级	3330	5550	4440	2775	0	3384														100				200	1000	80	130				
2098	法师98级	3420	5700	4560	2850	0	3456														100				200	1000	80	130				
2099	法师99级	3510	5850	4680	2925	0	3528														100				200	1000	80	130				
2100	法师100级	3600	6000	4800	3000	0	3600														100				200	1000	80	130				
3001	弓箭手1级	4	4	6	4	0	0														100				200	1000	80	115				
3002	弓箭手2级	8	7	12	7	0	0														100				200	1000	80	115				
3003	弓箭手3级	13	11	18	11	0	0														100				200	1000	80	115				
3004	弓箭手4级	17	14	24	14	0	0														100				200	1000	80	115				
3005	弓箭手5级	21	18	30	18	0	0														100				200	1000	80	115				
3006	弓箭手6级	25	22	36	22	0	0														100				200	1000	80	115				
3007	弓箭手7级	29	25	42	25	0	0														100				200	1000	80	115				
3008	弓箭手8级	34	29	48	29	0	0														100				200	1000	80	115				
3009	弓箭手9级	38	32	54	32	0	0														100				200	1000	80	115				
3010	弓箭手10级	42	36	60	36	0	0														100				200	1000	80	115				
3011	弓箭手11级	50	43	72	43	0	0														100				200	1000	80	115				
3012	弓箭手12级	59	50	84	50	0	0														100				200	1000	80	115				
3013	弓箭手13级	67	58	96	58	0	0														100				200	1000	80	115				
3014	弓箭手14级	76	65	108	65	0	0														100				200	1000	80	115				
3015	弓箭手15级	84	72	120	72	0	0														100				200	1000	80	115				
3016	弓箭手16级	92	79	132	79	0	0														100				200	1000	80	115				
3017	弓箭手17级	101	86	144	86	0	0														100				200	1000	80	115				
3018	弓箭手18级	109	94	156	94	0	0														100				200	1000	80	115				
3019	弓箭手19级	118	101	168	101	0	0														100				200	1000	80	115				
3020	弓箭手20级	126	108	180	108	0	0														100				200	1000	80	115				
3021	弓箭手21级	139	119	198	119	0	12														100				200	1000	80	115				
3022	弓箭手22级	151	130	216	130	0	24														100				200	1000	80	115				
3023	弓箭手23级	164	140	234	140	0	36														100				200	1000	80	115				
3024	弓箭手24级	176	151	252	151	0	48														100				200	1000	80	115				
3025	弓箭手25级	189	162	270	162	0	60														100				200	1000	80	115				
3026	弓箭手26级	202	173	288	173	0	72														100				200	1000	80	115				
3027	弓箭手27级	214	184	306	184	0	84														100				200	1000	80	115				
3028	弓箭手28级	227	194	324	194	0	96														100				200	1000	80	115				
3029	弓箭手29级	239	205	342	205	0	108														100				200	1000	80	115				
3030	弓箭手30级	252	216	360	216	0	120														100				200	1000	80	115				
3031	弓箭手31级	269	230	384	230	0	132														100				200	1000	80	115				
3032	弓箭手32级	286	245	408	245	0	144														100				200	1000	80	115				
3033	弓箭手33级	302	259	432	259	0	156														100				200	1000	80	115				
3034	弓箭手34级	319	274	456	274	0	168														100				200	1000	80	115				
3035	弓箭手35级	336	288	480	288	0	180														100				200	1000	80	115				
3036	弓箭手36级	353	302	504	302	0	192														100				200	1000	80	115				
3037	弓箭手37级	370	317	528	317	0	204														100				200	1000	80	115				
3038	弓箭手38级	386	331	552	331	0	216														100				200	1000	80	115				
3039	弓箭手39级	403	346	576	346	0	228														100				200	1000	80	115				
3040	弓箭手40级	420	360	600	360	0	240														100				200	1000	80	115				
3041	弓箭手41级	441	378	630	378	0	264														100				200	1000	80	115				
3042	弓箭手42级	462	396	660	396	0	288														100				200	1000	80	115				
3043	弓箭手43级	483	414	690	414	0	312														100				200	1000	80	115				
3044	弓箭手44级	504	432	720	432	0	336														100				200	1000	80	115				
3045	弓箭手45级	525	450	750	450	0	360														100				200	1000	80	115				
3046	弓箭手46级	546	468	780	468	0	384														100				200	1000	80	115				
3047	弓箭手47级	567	486	810	486	0	408														100				200	1000	80	115				
3048	弓箭手48级	588	504	840	504	0	432														100				200	1000	80	115				
3049	弓箭手49级	609	522	870	522	0	456														100				200	1000	80	115				
3050	弓箭手50级	630	540	900	540	0	480														100				200	1000	80	115				
3051	弓箭手51级	672	576	960	576	0	504														100				200	1000	80	115				
3052	弓箭手52级	714	612	1020	612	0	528														100				200	1000	80	115				
3053	弓箭手53级	756	648	1080	648	0	552														100				200	1000	80	115				
3054	弓箭手54级	798	684	1140	684	0	576														100				200	1000	80	115				
3055	弓箭手55级	840	720	1200	720	0	600														100				200	1000	80	115				
3056	弓箭手56级	882	756	1260	756	0	624														100				200	1000	80	115				
3057	弓箭手57级	924	792	1320	792	0	648														100				200	1000	80	115				
3058	弓箭手58级	966	828	1380	828	0	672														100				200	1000	80	115				
3059	弓箭手59级	1008	864	1440	864	0	696														100				200	1000	80	115				
3060	弓箭手60级	1050	900	1500	900	0	720														100				200	1000	80	115				
3061	弓箭手61级	1113	954	1590	954	0	756														100				200	1000	80	115				
3062	弓箭手62级	1176	1008	1680	1008	0	792														100				200	1000	80	115				
3063	弓箭手63级	1239	1062	1770	1062	0	828														100				200	1000	80	115				
3064	弓箭手64级	1302	1116	1860	1116	0	864														100				200	1000	80	115				
3065	弓箭手65级	1365	1170	1950	1170	0	900														100				200	1000	80	115				
3066	弓箭手66级	1428	1224	2040	1224	0	936														100				200	1000	80	115				
3067	弓箭手67级	1491	1278	2130	1278	0	972														100				200	1000	80	115				
3068	弓箭手68级	1554	1332	2220	1332	0	1008														100				200	1000	80	115				
3069	弓箭手69级	1617	1386	2310	1386	0	1044														100				200	1000	80	115				
